plz	ort	landkreis	bundesland
86150	Augsburg		Bayern
86152	Augsburg		Bayern
86153	Augsburg		Bayern
86154	Augsburg		Bayern
86156	Augsburg		Bayern
86157	Augsburg		Bayern
86159	Augsburg		Bayern
86161	Augsburg		Bayern
86163	Augsburg		Bayern
86165	Augsburg		Bayern
86167	Augsburg		Bayern
86169	Augsburg		Bayern
86179	Augsburg		Bayern
86199	Augsburg		Bayern
32832	Augustdorf	Kreis Lippe	Nordrhein-Westfalen
09573	Augustusburg	Landkreis Mittelsachsen	Sachsen
31553	Auhagen	Landkreis Schaumburg	Niedersachsen
86736	Auhausen	Landkreis Donau-Ries	Bayern
84072	Au in der Hallertau	Landkreis Freising	Bayern
24613	Aukrug	Kreis Rendsburg-Eckernförde	Schleswig-Holstein
88326	Aulendorf	Landkreis Ravensburg	Baden-Württemberg
65582	Aull	Rhein-Lahn-Kreis	Rheinland-Pfalz
07955	Auma-Weidatal	Landkreis Greiz	Thüringen
21521	Aumühle	Kreis Herzogtum Lauenburg	Schleswig-Holstein
97717	Aura a.d.Saale	Landkreis Bad Kissingen	Bayern
91589	Aurach	Landkreis Ansbach	Bayern
91086	Aurachtal	Landkreis Erlangen-Höchstadt	Bayern
97773	Aura im Sinngrund	Landkreis Main-Spessart	Bayern
26603	Aurich	Landkreis Aurich	Niedersachsen
26605	Aurich	Landkreis Aurich	Niedersachsen
26607	Aurich	Landkreis Aurich	Niedersachsen
24975	Ausacker	Kreis Schleswig-Flensburg	Schleswig-Holstein
39393	Ausleben	Landkreis Börde	Sachsen-Anhalt
94532	Außernzell	Landkreis Deggendorf	Bayern
25548	Auufer	Kreis Steinburg	Schleswig-Holstein
54664	Auw an der Kyll	Eifelkreis Bitburg-Prüm	Rheinland-Pfalz
54597	Auw bei Prüm	Eifelkreis Bitburg-Prüm	Rheinland-Pfalz
25927	Aventoft	Kreis Nordfriesland	Schleswig-Holstein
25715	Averlak	Kreis Dithmarschen	Schleswig-Holstein
27729	Axstedt	Landkreis Osterholz	Niedersachsen
85653	Aying	Landkreis München	Bayern
54441	Ayl	Landkreis Trier-Saarburg	Rheinland-Pfalz
86482	Aystetten	Landkreis Augsburg	Bayern
18586	Baabe	Landkreis Vorpommern-Rügen	Mecklenburg-Vorpommern
86674	Baar	Landkreis Aichach-Friedberg	Bayern
56729	Baar	Landkreis Mayen-Koblenz	Rheinland-Pfalz
85107	Baar-Ebenhausen	Landkreis Pfaffenhofen an der Ilm	Bayern
64832	Babenhausen	Landkreis Darmstadt-Dieburg	Hessen
87727	Babenhausen	Landkreis Unterallgäu	Bayern
83547	Babensham	Landkreis Rosenheim	Bayern
93090	Bach an der Donau	Landkreis Regensburg	Bayern
55422	Bacharach	Landkreis Mainz-Bingen	Rheinland-Pfalz
57610	Bachenberg	Landkreis Altenkirchen	Rheinland-Pfalz
89429	Bachhagel	Landkreis Dillingen an der Donau	Bayern
89431	Bächingen a.d.Brenz	Landkreis Dillingen an der Donau	Bayern
71522	Backnang	Rems-Murr-Kreis	Baden-Württemberg
93077	Bad Abbach	Landkreis Kelheim	Bayern
83043	Bad Aibling	Landkreis Rosenheim	Bayern
95680	Bad Alexandersbad	Landkreis Wunsiedel im Fichtelgebirge	Bayern
34454	Bad Arolsen	Landkreis Waldeck-Frankenberg	Hessen
82435	Bad Bayersoien	Landkreis Garmisch-Partenkirchen	Bayern
79415	Bad Bellingen	Landkreis Lörrach	Baden-Württemberg
14806	Bad Belzig	Landkreis Potsdam-Mittelmark	Brandenburg
48455	Bad Bentheim	Landkreis Grafschaft Bentheim	Niedersachsen
49635	Badbergen	Landkreis Osnabrück	Niedersachsen
76887	Bad Bergzabern	Landkreis Südliche Weinstraße	Rheinland-Pfalz
99438	Bad Berka	Landkreis Weimarer Land	Thüringen
57319	Bad Berleburg	Kreis Siegen-Wittgenstein	Nordrhein-Westfalen
95460	Bad Berneck im Fichtelgebirge	Landkreis Bayreuth	Bayern
56864	Bad Bertrich	Landkreis Cochem-Zell	Rheinland-Pfalz
29549	Bad Bevensen	Landkreis Uelzen	Niedersachsen
06647	Bad Bibra	Burgenlandkreis	Sachsen-Anhalt
84364	Bad Birnbach	Landkreis Rottal-Inn	Bayern
07422	Bad Blankenburg	Landkreis Saalfeld-Rudolstadt	Thüringen
97708	Bad Bocklet	Landkreis Bad Kissingen	Bayern
29389	Bad Bodenteich	Landkreis Uelzen	Niedersachsen
73087	Bad Boll	Landkreis Göppingen	Baden-Württemberg
08648	Bad Brambach	Vogtlandkreis	Sachsen
24576	Bad Bramstedt	Kreis Segeberg	Schleswig-Holstein
53498	Bad Breisig	Landkreis Ahrweiler	Rheinland-Pfalz
97769	Bad Brückenau	Landkreis Bad Kissingen	Bayern
88422	Bad Buchau	Landkreis Biberach	Baden-Württemberg
65520	Bad Camberg	Landkreis Limburg-Weilburg	Hessen
38271	Baddeckenstedt	Landkreis Wolfenbüttel	Niedersachsen
73312	Bad Ditzenbach	Landkreis Göppingen	Baden-Württemberg
73342	Bad Ditzenbach	Landkreis Göppingen	Baden-Württemberg
73345	Bad Ditzenbach	Landkreis Göppingen	Baden-Württemberg
18209	Bad Doberan	Landkreis Rostock	Mecklenburg-Vorpommern
33014	Bad Driburg	Kreis Höxter	Nordrhein-Westfalen
04849	Bad Düben	Landkreis Nordsachsen	Sachsen
67098	Bad Dürkheim	Landkreis Bad Dürkheim	Rheinland-Pfalz
06231	Bad Dürrenberg	Saalekreis	Sachsen-Anhalt
78073	Bad Dürrheim	Schwarzwald-Baar-Kreis	Baden-Württemberg
31707	Bad Eilsen	Landkreis Schaumburg	Niedersachsen
08645	Bad Elster	Vogtlandkreis	Sachsen
54657	Badem	Eifelkreis Bitburg-Prüm	Rheinland-Pfalz
56130	Bad Ems	Rhein-Lahn-Kreis	Rheinland-Pfalz
34308	Bad Emstal	Landkreis Kassel	Hessen
76530	Baden-Baden		Baden-Württemberg
76532	Baden-Baden		Baden-Württemberg
76534	Baden-Baden		Baden-Württemberg
35080	Bad Endbach	Landkreis Marburg-Biedenkopf	Hessen
23619	Badendorf	Kreis Stormarn	Schleswig-Holstein
83093	Bad Endorf	Landkreis Rosenheim	Bayern
56291	Badenhard	Rhein-Hunsrück-Kreis	Rheinland-Pfalz
55576	Badenheim	Landkreis Mainz-Bingen	Rheinland-Pfalz
79410	Badenweiler	Landkreis Breisgau-Hochschwarzwald	Baden-Württemberg
49152	Bad Essen	Landkreis Osnabrück	Niedersachsen
29683	Bad Fallingbostel	Landkreis Heidekreis	Niedersachsen
83075	Bad Feilnbach	Landkreis Rosenheim	Bayern
06567	Bad Frankenhausen/Kyffhäuser	Kyffhäuserkreis	Thüringen
16259	Bad Freienwalde (Oder)	Landkreis Märkisch-Oderland	Brandenburg
74177	Bad Friedrichshall	Landkreis Heilbronn	Baden-Württemberg
94072	Bad Füssing	Landkreis Passau	Bayern
37581	Bad Gandersheim	Landkreis Northeim	Niedersachsen
01816	Bad Gottleuba-Berggießhübel	Landkreis Sächsische Schweiz-Osterzgebirge	Sachsen
94086	Bad Griesbach i.Rottal	Landkreis Passau	Bayern
87730	Bad Grönenbach	Landkreis Unterallgäu	Bayern
37539	Bad Grund	Landkreis Göttingen	Niedersachsen
38667	Bad Harzburg	Landkreis Goslar	Niedersachsen
83670	Bad Heilbrunn	Landkreis Bad Tölz-Wolfratshausen	Bayern
76332	Bad Herrenalb	Landkreis Calw	Baden-Württemberg
36251	Bad Hersfeld	Landkreis Hersfeld-Rotenburg	Hessen
87541	Bad Hindelang	Landkreis Oberallgäu	Bayern
61348	Bad Homburg vor der Höhe	Hochtaunuskreis	Hessen
61350	Bad Homburg vor der Höhe	Hochtaunuskreis	Hessen
61352	Bad Homburg vor der Höhe	Hochtaunuskreis	Hessen
53604	Bad Honnef	Rhein-Sieg-Kreis	Nordrhein-Westfalen
53547	Bad Hönningen	Landkreis Neuwied	Rheinland-Pfalz
53557	Bad Hönningen	Landkreis Neuwied	Rheinland-Pfalz
49186	Bad Iburg	Landkreis Osnabrück	Niedersachsen
34385	Bad Karlshafen	Landkreis Kassel	Hessen
97688	Bad Kissingen	Landkreis Bad Kissingen	Bayern
23996	Bad Kleinen	Landkreis Nordwestmecklenburg	Mecklenburg-Vorpommern
07639	Bad Klosterlausnitz	Saale-Holzland-Kreis	Thüringen
82433	Bad Kohlgrub	Landkreis Garmisch-Partenkirchen	Bayern
64732	Bad König	Odenwaldkreis	Hessen
97631	Bad Königshofen im Grabfeld	Landkreis Rhön-Grabfeld	Bayern
07586	Bad Köstritz	Landkreis Greiz	Thüringen
93444	Bad Kötzting	Landkreis Cham	Bayern
55543	Bad Kreuznach	Landkreis Bad Kreuznach	Rheinland-Pfalz
55545	Bad Kreuznach	Landkreis Bad Kreuznach	Rheinland-Pfalz
55583	Bad Kreuznach	Landkreis Bad Kreuznach	Rheinland-Pfalz
79189	Bad Krozingen	Landkreis Breisgau-Hochschwarzwald	Baden-Württemberg
57334	Bad Laasphe	Kreis Siegen-Wittgenstein	Nordrhein-Westfalen
49196	Bad Laer	Landkreis Osnabrück	Niedersachsen
99947	Bad Langensalza	Unstrut-Hainich-Kreis	Thüringen
04651	Bad Lausick	Landkreis Leipzig	Sachsen
37431	Bad Lauterberg	Landkreis Göttingen	Niedersachsen
36448	Bad Liebenstein	Wartburgkreis	Thüringen
04895	Bad Liebenwerda	Landkreis Elbe-Elster	Brandenburg
04924	Bad Liebenwerda	Landkreis Elbe-Elster	Brandenburg
04931	Bad Liebenwerda	Landkreis Elbe-Elster	Brandenburg
75378	Bad Liebenzell	Landkreis Calw	Baden-Württemberg
33175	Bad Lippspringe	Kreis Paderborn	Nordrhein-Westfalen
07356	Bad Lobenstein	Saale-Orla-Kreis	Thüringen
56470	Bad Marienberg (Westerwald)	Westerwaldkreis	Rheinland-Pfalz
97980	Bad Mergentheim	Main-Tauber-Kreis	Baden-Württemberg
31848	Bad Münder am Deister	Landkreis Hameln-Pyrmont	Niedersachsen
53902	Bad Münstereifel	Kreis Euskirchen	Nordrhein-Westfalen
02953	Bad Muskau - Mužakow	Landkreis Görlitz	Sachsen
61231	Bad Nauheim	Wetteraukreis	Hessen
31542	Bad Nenndorf	Landkreis Schaumburg	Niedersachsen
53474	Bad Neuenahr-Ahrweiler	Landkreis Ahrweiler	Rheinland-Pfalz
97616	Bad Neustadt an der Saale	Landkreis Rhön-Grabfeld	Bayern
32545	Bad Oeynhausen	Kreis Minden-Lübbecke	Nordrhein-Westfalen
32547	Bad Oeynhausen	Kreis Minden-Lübbecke	Nordrhein-Westfalen
32549	Bad Oeynhausen	Kreis Minden-Lübbecke	Nordrhein-Westfalen
23843	Bad Oldesloe	Kreis Stormarn	Schleswig-Holstein
63619	Bad Orb	Main-Kinzig-Kreis	Hessen
72250	Bad Peterstal-Griesbach	Ortenaukreis	Baden-Württemberg
77740	Bad Peterstal-Griesbach	Ortenaukreis	Baden-Württemberg
31812	Bad Pyrmont	Landkreis Hameln-Pyrmont	Niedersachsen
74906	Bad Rappenau	Landkreis Heilbronn	Baden-Württemberg
83435	Bad Reichenhall	Landkreis Berchtesgadener Land	Bayern
77776	Bad Rippoldsau-Schapbach	Landkreis Freudenstadt	Baden-Württemberg
96476	Bad Rodach	Landkreis Coburg	Bayern
49214	Bad Rothenfelde	Landkreis Osnabrück	Niedersachsen
15526	Bad Saarow	Landkreis Oder-Spree	Brandenburg
37441	Bad Sachsa	Landkreis Göttingen	Niedersachsen
79713	Bad Säckingen	Landkreis Waldshut	Baden-Württemberg
31162	Bad Salzdetfurth	Landkreis Hildesheim	Niedersachsen
36364	Bad Salzschlirf	Landkreis Fulda	Hessen
32105	Bad Salzuflen	Kreis Lippe	Nordrhein-Westfalen
32107	Bad Salzuflen	Kreis Lippe	Nordrhein-Westfalen
32108	Bad Salzuflen	Kreis Lippe	Nordrhein-Westfalen
36433	Bad Salzungen	Wartburgkreis	Thüringen
36469	Bad Salzungen	Wartburgkreis	Thüringen
59505	Bad Sassendorf	Kreis Soest	Nordrhein-Westfalen
88348	Bad Saulgau	Landkreis Sigmaringen	Baden-Württemberg
01814	Bad Schandau	Landkreis Sächsische Schweiz-Osterzgebirge	Sachsen
06905	Bad Schmiedeberg	Landkreis Wittenberg	Sachsen-Anhalt
76669	Bad Schönborn	Landkreis Karlsruhe	Baden-Württemberg
88427	Bad Schussenried	Landkreis Biberach	Baden-Württemberg
65307	Bad Schwalbach	Rheingau-Taunus-Kreis	Hessen
23611	Bad Schwartau	Kreis Ostholstein	Schleswig-Holstein
23795	Bad Segeberg	Kreis Segeberg	Schleswig-Holstein
55566	Bad Sobernheim	Landkreis Bad Kreuznach	Rheinland-Pfalz
65812	Bad Soden	Main-Taunus-Kreis	Hessen
63628	Bad Soden-Salmünster	Main-Kinzig-Kreis	Hessen
37242	Bad Sooden-Allendorf	Werra-Meißner-Kreis	Hessen
96231	Bad Staffelstein	Landkreis Lichtenfels	Bayern
95138	Bad Steben	Landkreis Hof	Bayern
99518	Bad Sulza	Landkreis Weimarer Land	Thüringen
18334	Bad Sülze	Landkreis Vorpommern-Rügen	Mecklenburg-Vorpommern
99891	Bad Tabarz	Landkreis Gotha	Thüringen
75385	Bad Teinach-Zavelstein	Landkreis Calw	Baden-Württemberg
99955	Bad Tennstedt	Unstrut-Hainich-Kreis	Thüringen
83646	Bad Tölz	Landkreis Bad Tölz-Wolfratshausen	Bayern
73337	Bad Überkingen	Landkreis Göppingen	Baden-Württemberg
72574	Bad Urach	Landkreis Reutlingen	Baden-Württemberg
61118	Bad Vilbel	Wetteraukreis	Hessen
88339	Bad Waldsee	Landkreis Ravensburg	Baden-Württemberg
83707	Bad Wiessee	Landkreis Miesbach	Bayern
75323	Bad Wildbad	Landkreis Calw	Baden-Württemberg
34537	Bad Wildungen	Landkreis Waldeck-Frankenberg	Hessen
19336	Bad Wilsnack	Landkreis Prignitz	Brandenburg
74206	Bad Wimpfen	Landkreis Heilbronn	Baden-Württemberg
91438	Bad Windsheim	Landkreis Neustadt an der Aisch-Bad Windsheim	Bayern
86825	Bad Wörishofen	Landkreis Unterallgäu	Bayern
33181	Bad Wünnenberg	Kreis Paderborn	Nordrhein-Westfalen
88410	Bad Wurzach	Landkreis Ravensburg	Baden-Württemberg
34596	Bad Zwesten	Schwalm-Eder-Kreis	Hessen
26160	Bad Zwischenahn	Landkreis Ammerland	Niedersachsen
52499	Baesweiler	Städteregion Aachen	Nordrhein-Westfalen
79353	Bahlingen	Landkreis Emmendingen	Baden-Württemberg
38459	Bahrdorf	Landkreis Helmstedt	Niedersachsen
27245	Bahrenborstel	Landkreis Diepholz	Niedersachsen
25569	Bahrenfleth	Kreis Steinburg	Schleswig-Holstein
23845	Bahrenhof	Kreis Segeberg	Schleswig-Holstein
01819	Bahretal	Landkreis Sächsische Schweiz-Osterzgebirge	Sachsen
88255	Baienfurt	Landkreis Ravensburg	Baden-Württemberg
84171	Baierbach	Landkreis Landshut	Bayern
82065	Baierbrunn	Landkreis München	Bayern
85625	Baiern	Landkreis Ebersberg	Bayern
72270	Baiersbronn	Landkreis Freudenstadt	Baden-Württemberg
91083	Baiersdorf	Landkreis Erlangen-Höchstadt	Bayern
88255	Baindt	Landkreis Ravensburg	Baden-Württemberg
87650	Baisweil	Landkreis Ostallgäu	Bayern
23909	Bäk	Kreis Herzogtum Lauenburg	Schleswig-Holstein
49456	Bakum	Landkreis Vechta	Niedersachsen
23881	Bälau	Kreis Herzogtum Lauenburg	Schleswig-Holstein
87538	Balderschwang	Landkreis Oberallgäu	Bayern
54314	Baldringen	Landkreis Trier-Saarburg	Rheinland-Pfalz
65558	Balduinstein	Rhein-Lahn-Kreis	Rheinland-Pfalz
54597	Balesfeld	Eifelkreis Bitburg-Prüm	Rheinland-Pfalz
31609	Balge	Landkreis Nienburg/Weser	Niedersachsen
78582	Balgheim	Landkreis Tuttlingen	Baden-Württemberg
06632	Balgstädt	Burgenlandkreis	Sachsen-Anhalt
72336	Balingen	Zollernalbkreis	Baden-Württemberg
21730	Balje	Landkreis Stade	Niedersachsen
89177	Ballendorf	Alb-Donau-Kreis	Baden-Württemberg
06493	Ballenstedt	Landkreis Harz	Sachsen-Anhalt
99955	Ballhausen	Unstrut-Hainich-Kreis	Thüringen
79282	Ballrechten-Dottingen	Landkreis Breisgau-Hochschwarzwald	Baden-Württemberg
99439	Ballstedt	Landkreis Weimarer Land	Thüringen
19300	Balow	Landkreis Ludwigslust-Parchim	Mecklenburg-Vorpommern
73666	Baltmannsweiler	Landkreis Esslingen	Baden-Württemberg
26579	Baltrum	Landkreis Aurich	Niedersachsen
58802	Balve	Märkischer Kreis	Nordrhein-Westfalen
86483	Balzhausen	Landkreis Günzburg	Bayern
88481	Balzheim	Alb-Donau-Kreis	Baden-Württemberg
96047	Bamberg		Bayern
96049	Bamberg		Bayern
96050	Bamberg		Bayern
96052	Bamberg		Bayern
69245	Bammental	Rhein-Neckar-Kreis	Baden-Württemberg
17506	Bandelin	Landkreis Vorpommern-Greifswald	Mecklenburg-Vorpommern
19230	Bandenitz	Landkreis Ludwigslust-Parchim	Mecklenburg-Vorpommern
66851	Bann	Landkreis Kaiserslautern	Rheinland-Pfalz
56424	Bannberscheid	Westerwaldkreis	Rheinland-Pfalz
01728	Bannewitz	Landkreis Sächsische Schweiz-Osterzgebirge	Sachsen
19079	Banzkow	Landkreis Ludwigslust-Parchim	Mecklenburg-Vorpommern
76889	Barbelroth	Landkreis Südliche Weinstraße	Rheinland-Pfalz
93092	Barbing	Landkreis Regensburg	Bayern
39240	Barby	Salzlandkreis	Sachsen-Anhalt
39249	Barby	Salzlandkreis	Sachsen-Anhalt
36456	Barchfeld-Immelborn	Wartburgkreis	Thüringen
21357	Bardowick	Landkreis Lüneburg	Niedersachsen
55483	Bärenbach	Rhein-Hunsrück-Kreis	Rheinland-Pfalz
55758	Bärenbach	Landkreis Bad Kreuznach	Rheinland-Pfalz
27245	Barenburg	Landkreis Diepholz	Niedersachsen
21397	Barendorf	Landkreis Lüneburg	Niedersachsen
09471	Bärenstein	Erzgebirgskreis	Sachsen
78580	Bärenthal	Landkreis Tuttlingen	Baden-Württemberg
25704	Bargenstedt	Kreis Dithmarschen	Schleswig-Holstein
23863	Bargfeld-Stegen	Kreis Stormarn	Schleswig-Holstein
17398	Bargischow	Landkreis Vorpommern-Greifswald	Mecklenburg-Vorpommern
24806	Bargstall	Kreis Rendsburg-Eckernförde	Schleswig-Holstein
21698	Bargstedt	Landkreis Stade	Niedersachsen
24793	Bargstedt	Kreis Rendsburg-Eckernförde	Schleswig-Holstein
22941	Bargteheide	Kreis Stormarn	Schleswig-Holstein
25842	Bargum	Kreis Nordfriesland	Schleswig-Holstein
23826	Bark	Kreis Segeberg	Schleswig-Holstein
24360	Barkelsby	Kreis Rendsburg-Eckernförde	Schleswig-Holstein
25791	Barkenholm	Kreis Dithmarschen	Schleswig-Holstein
19395	Barkhagen	Landkreis Ludwigslust-Parchim	Mecklenburg-Vorpommern
39179	Barleben	Landkreis Börde	Sachsen-Anhalt
25719	Barlt	Kreis Dithmarschen	Schleswig-Holstein
24245	Barmissen	Kreis Plön	Schleswig-Holstein
25355	Barmstedt	Kreis Pinneberg	Schleswig-Holstein
95671	Bärnau	Landkreis Tirschenreuth	Bayern
23968	Barnekow	Landkreis Nordwestmecklenburg	Mecklenburg-Vorpommern
19089	Barnin	Landkreis Ludwigslust-Parchim	Mecklenburg-Vorpommern
23858	Barnitz	Kreis Stormarn	Schleswig-Holstein
06268	Barnstädt	Saalekreis	Sachsen-Anhalt
21406	Barnstedt	Landkreis Lüneburg	Niedersachsen
49406	Barnstorf	Landkreis Diepholz	Niedersachsen
32683	Barntrup	Kreis Lippe	Nordrhein-Westfalen
24217	Barsbek	Kreis Plön	Schleswig-Holstein
22885	Barsbüttel	Kreis Stormarn	Schleswig-Holstein
30890	Barsinghausen	Region Hannover	Niedersachsen
26676	Barßel	Landkreis Cloppenburg	Niedersachsen
18209	Bartenshagen-Parkentin	Landkreis Rostock	Mecklenburg-Vorpommern
18356	Barth	Landkreis Vorpommern-Rügen	Mecklenburg-Vorpommern
73566	Bartholomä	Ostalbkreis	Baden-Württemberg
17089	Bartow	Landkreis Mecklenburgische Seenplatte	Mecklenburg-Vorpommern
29576	Barum	Landkreis Uelzen	Niedersachsen
21357	Barum	Landkreis Lüneburg	Niedersachsen
15837	Baruth/Mark	Landkreis Teltow-Fläming	Brandenburg
49453	Barver	Landkreis Diepholz	Niedersachsen
38476	Barwedel	Landkreis Gifhorn	Niedersachsen
53534	Barweiler	Landkreis Ahrweiler	Rheinland-Pfalz
55606	Bärweiler	Landkreis Bad Kreuznach	Rheinland-Pfalz
54578	Basberg	Landkreis Vulkaneifel	Rheinland-Pfalz
27432	Basdahl	Landkreis Rotenburg (Wümme)	Niedersachsen
17139	Basedow	Landkreis Mecklenburgische Seenplatte	Mecklenburg-Vorpommern
21483	Basedow	Kreis Herzogtum Lauenburg	Schleswig-Holstein
56220	Bassenheim	Landkreis Mayen-Koblenz	Rheinland-Pfalz
27211	Bassum	Landkreis Diepholz	Niedersachsen
97654	Bastheim	Landkreis Rhön-Grabfeld	Bayern
21493	Basthorst	Kreis Herzogtum Lauenburg	Schleswig-Holstein
18230	Bastorf	Landkreis Rostock	Mecklenburg-Vorpommern
35088	Battenberg	Landkreis Waldeck-Frankenberg	Hessen
67271	Battenberg (Pfalz)	Landkreis Bad Dürkheim	Rheinland-Pfalz
66484	Battweiler	Landkreis Südwestpfalz	Rheinland-Pfalz
91460	Baudenbach	Landkreis Neustadt an der Aisch-Bad Windsheim	Bayern
53534	Bauler	Landkreis Ahrweiler	Rheinland-Pfalz
54673	Bauler	Eifelkreis Bitburg-Prüm	Rheinland-Pfalz
18246	Baumgarten	Landkreis Rostock	Mecklenburg-Vorpommern
18249	Baumgarten	Landkreis Rostock	Mecklenburg-Vorpommern
55774	Baumholder	Landkreis Birkenfeld	Rheinland-Pfalz
96148	Baunach	Landkreis Bamberg	Bayern
34225	Baunatal	Landkreis Kassel	Hessen
54538	Bausendorf	Landkreis Bernkastel-Wittlich	Rheinland-Pfalz
54636	Baustert	Eifelkreis Bitburg-Prüm	Rheinland-Pfalz
02625	Bautzen - Budyšin	Landkreis Bautzen	Sachsen
49844	Bawinkel	Landkreis Emsland	Niedersachsen
94137	Bayerbach	Landkreis Rottal-Inn	Bayern
84092	Bayerbach b. Ergoldsbach	Landkreis Landshut	Bayern
67808	Bayerfeld-Steckweiler	Donnersbergkreis	Rheinland-Pfalz
67822	Bayerfeld-Steckweiler	Donnersbergkreis	Rheinland-Pfalz
94252	Bayerisch Eisenstein	Landkreis Regen	Bayern
83457	Bayerisch Gmain	Landkreis Berchtesgadener Land	Bayern
95444	Bayreuth		Bayern
95445	Bayreuth		Bayern
95447	Bayreuth		Bayern
95448	Bayreuth		Bayern
83735	Bayrischzell	Landkreis Miesbach	Bayern
23816	Bebensee	Kreis Segeberg	Schleswig-Holstein
36179	Bebra	Landkreis Hersfeld-Rotenburg	Hessen
56132	Becheln	Rhein-Lahn-Kreis	Rheinland-Pfalz
55234	Bechenheim	Landkreis Alzey-Worms	Rheinland-Pfalz
67827	Becherbach	Landkreis Bad Kreuznach	Rheinland-Pfalz
55608	Becherbach bei Kirn	Landkreis Bad Kreuznach	Rheinland-Pfalz
91572	Bechhofen	Landkreis Ansbach	Bayern
66894	Bechhofen	Landkreis Südwestpfalz	Rheinland-Pfalz
07426	Bechstedt	Landkreis Saalfeld-Rudolstadt	Thüringen
67595	Bechtheim	Landkreis Alzey-Worms	Rheinland-Pfalz
55234	Bechtolsheim	Landkreis Alzey-Worms	Rheinland-Pfalz
92699	Bechtsrieth	Landkreis Neustadt an der Waldnaab	Bayern
21643	Beckdorf	Landkreis Stade	Niedersachsen
31699	Beckedorf	Landkreis Schaumburg	Niedersachsen
27243	Beckeln	Landkreis Oldenburg	Niedersachsen
66701	Beckingen	Landkreis Merzig-Wadern	Saarland
59269	Beckum	Kreis Warendorf	Nordrhein-Westfalen
50181	Bedburg	Rhein-Erft-Kreis	Nordrhein-Westfalen
47551	Bedburg-Hau	Kreis Kleve	Nordrhein-Westfalen
66885	Bedesbach	Landkreis Kusel	Rheinland-Pfalz
29355	Beedenbostel	Landkreis Celle	Niedersachsen
48361	Beelen	Kreis Warendorf	Nordrhein-Westfalen
14547	Beelitz	Landkreis Potsdam-Mittelmark	Brandenburg
39343	Beendorf	Landkreis Börde	Sachsen-Anhalt
15848	Beeskow	Landkreis Oder-Spree	Brandenburg
49832	Beesten	Landkreis Emsland	Niedersachsen
38489	Beetzendorf	Altmarkkreis Salzwedel	Sachsen-Anhalt
14778	Beetzsee	Landkreis Potsdam-Mittelmark	Brandenburg
14778	Beetzseeheide	Landkreis Potsdam-Mittelmark	Brandenburg
17111	Beggerow	Landkreis Mecklenburgische Seenplatte	Mecklenburg-Vorpommern
23919	Behlendorf	Kreis Herzogtum Lauenburg	Schleswig-Holstein
25850	Behrendorf	Kreis Nordfriesland	Schleswig-Holstein
17498	Behrenhoff	Landkreis Vorpommern-Greifswald	Mecklenburg-Vorpommern
17179	Behren-Lübchin	Landkreis Rostock	Mecklenburg-Vorpommern
24321	Behrensdorf	Kreis Plön	Schleswig-Holstein
25573	Beidenfleth	Kreis Steinburg	Schleswig-Holstein
02736	Beiersdorf	Landkreis Görlitz	Sachsen
16259	Beiersdorf-Freudenberg	Landkreis Märkisch-Oderland	Brandenburg
38382	Beierstedt	Landkreis Helmstedt	Niedersachsen
54662	Beilingen	Eifelkreis Bitburg-Prüm	Rheinland-Pfalz
92339	Beilngries	Landkreis Eichstätt	Bayern
04886	Beilrode	Landkreis Nordsachsen	Sachsen
71543	Beilstein	Landkreis Heilbronn	Baden-Württemberg
71717	Beilstein	Landkreis Heilbronn	Baden-Württemberg
56814	Beilstein	Landkreis Cochem-Zell	Rheinland-Pfalz
89179	Beimerstetten	Alb-Donau-Kreis	Baden-Württemberg
67259	Beindersheim	Rhein-Pfalz-Kreis	Rheinland-Pfalz
98660	Beinerstadt	Landkreis Hildburghausen	Thüringen
54552	Beinhausen	Landkreis Vulkaneifel	Rheinland-Pfalz
25554	Bekdorf	Kreis Steinburg	Schleswig-Holstein
25524	Bekmünde	Kreis Steinburg	Schleswig-Holstein
54340	Bekond	Landkreis Trier-Saarburg	Rheinland-Pfalz
24601	Belau	Kreis Plön	Schleswig-Holstein
25557	Beldorf	Kreis Rendsburg-Eckernförde	Schleswig-Holstein
25767	Beldorf	Kreis Rendsburg-Eckernförde	Schleswig-Holstein
56858	Belg	Rhein-Hunsrück-Kreis	Rheinland-Pfalz
04874	Belgern-Schildau	Landkreis Nordsachsen	Sachsen
04889	Belgern-Schildau	Landkreis Nordsachsen	Sachsen
04683	Belgershain	Landkreis Leipzig	Sachsen
55469	Belgweiler	Rhein-Hunsrück-Kreis	Rheinland-Pfalz
56745	Bell	Landkreis Mayen-Koblenz	Rheinland-Pfalz
89287	Bellenberg	Landkreis Neu-Ulm	Bayern
76756	Bellheim	Landkreis Germersheim	Rheinland-Pfalz
56288	Bell (Hunsrück)	Rhein-Hunsrück-Kreis	Rheinland-Pfalz
56459	Bellingen	Westerwaldkreis	Rheinland-Pfalz
99713	Bellstedt	Kyffhäuserkreis	Thüringen
49191	Belm	Landkreis Osnabrück	Niedersachsen
98617	Belrieth	Landkreis Schmalkalden-Meiningen	Thüringen
19230	Belsch	Landkreis Ludwigslust-Parchim	Mecklenburg-Vorpommern
